"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.","Município","Ano"
"4313706","Palmeira das Missões (RS)","2215050"
"4313805","Palmitinho (RS)","271641"
"4313904","Panambi (RS)","3167743"
"4313953","Pantano Grande (RS)","533687"
"4314001","Paraí (RS)","424445"
"4314027","Paraíso do Sul (RS)","207384"
"4314035","Pareci Novo (RS)","136434"
"4314050","Parobé (RS)","1390312"
"4314068","Passa Sete (RS)","132982"
"4314076","Passo do Sobrado (RS)","229640"
"4314100","Passo Fundo (RS)","12552833"
"4314134","Paulo Bento (RS)","195869"
"4314159","Paverama (RS)","242456"
"4314175","Pedras Altas (RS)","386189"
"4314209","Pedro Osório (RS)","270650"
"4314308","Pejuçara (RS)","464211"
"4314407","Pelotas (RS)","10778119"
"4314423","Picada Café (RS)","386451"
"4314456","Pinhal (RS)","123341"
"4314464","Pinhal da Serra (RS)","304723"
"4314472","Pinhal Grande (RS)","931832"
"4314498","Pinheirinho do Vale (RS)","131547"
"4314506","Pinheiro Machado (RS)","397723"
"4314548","Pinto Bandeira (RS)","74285"
"4314555","Pirapó (RS)","94670"
"4314605","Piratini (RS)","880273"
"4314704","Planalto (RS)","252506"
"4314753","Poço das Antas (RS)","131756"
"4314779","Pontão (RS)","403316"
"4314787","Ponte Preta (RS)","96048"
"4314803","Portão (RS)","1662398"
"4314902","Porto Alegre (RS)","81562848"
"4315008","Porto Lucena (RS)","135661"
"4315057","Porto Mauá (RS)","89349"
"4315073","Porto Vera Cruz (RS)","45211"
"4315107","Porto Xavier (RS)","210925"
"4315131","Pouso Novo (RS)","61419"
"4315149","Presidente Lucena (RS)","213812"
"4315156","Progresso (RS)","166516"
"4315172","Protásio Alves (RS)","93263"
"4315206","Putinga (RS)","133442"
"4315305","Quaraí (RS)","625749"
"4315313","Quatro Irmãos (RS)","185962"
"4315321","Quevedos (RS)","299302"
"4315354","Quinze de Novembro (RS)","255120"
"4315404","Redentora (RS)","232903"
"4315453","Relvado (RS)","82687"
"4315503","Restinga Sêca (RS)","673420"
"4315552","Rio dos Índios (RS)","136484"
"4315602","Rio Grande (RS)","13282154"
"4315701","Rio Pardo (RS)","1390518"
"4315750","Riozinho (RS)","155848"
"4315800","Roca Sales (RS)","576081"
"4315909","Rodeio Bonito (RS)","279278"
"4315958","Rolador (RS)","161912"
"4316006","Rolante (RS)","731607"
"4316105","Ronda Alta (RS)","471552"
"4316204","Rondinha (RS)","268873"
"4316303","Roque Gonzales (RS)","437025"
"4316402","Rosário do Sul (RS)","1381969"
"4316428","Sagrada Família (RS)","82615"
"4316436","Saldanha Marinho (RS)","254247"
"4316451","Salto do Jacuí (RS)","1213455"
"4316477","Salvador das Missões (RS)","178468"
"4316501","Salvador do Sul (RS)","337661"
"4316600","Sananduva (RS)","843823"
"4316709","Santa Bárbara do Sul (RS)","1336027"
"4316733","Santa Cecília do Sul (RS)","143879"
"4316758","Santa Clara do Sul (RS)","339105"
"4316808","Santa Cruz do Sul (RS)","9815170"
"4316907","Santa Maria (RS)","9562027"
"4316956","Santa Maria do Herval (RS)","279408"
"4316972","Santa Margarida do Sul (RS)","361014"
"4317004","Santana da Boa Vista (RS)","364899"
"4317103","Sant'Ana do Livramento (RS)","2823913"
"4317202","Santa Rosa (RS)","3732037"
"4317251","Santa Tereza (RS)","49850"
"4317301","Santa Vitória do Palmar (RS)","1755622"
"4317400","Santiago (RS)","2021444"
"4317509","Santo Ângelo (RS)","3180262"
"4317558","Santo Antônio do Palma (RS)","119796"
"4317608","Santo Antônio da Patrulha (RS)","1680497"
"4317707","Santo Antônio das Missões (RS)","673944"
"4317756","Santo Antônio do Planalto (RS)","189468"
"4317806","Santo Augusto (RS)","848436"
"4317905","Santo Cristo (RS)","784068"
"4317954","Santo Expedito do Sul (RS)","128952"
"4318002","São Borja (RS)","2570755"
"4318051","São Domingos do Sul (RS)","123435"
"4318101","São Francisco de Assis (RS)","804119"
"4318200","São Francisco de Paula (RS)","1026513"
"4318309","São Gabriel (RS)","2723183"
"4318408","São Jerônimo (RS)","667010"
"4318424","São João da Urtiga (RS)","184148"
"4318432","São João do Polêsine (RS)","104817"
"4318440","São Jorge (RS)","133331"
"4318457","São José das Missões (RS)","93350"
"4318465","São José do Herval (RS)","59112"
"4318481","São José do Hortêncio (RS)","117865"
"4318499","São José do Inhacorá (RS)","183793"
"4318507","São José do Norte (RS)","792698"
"4318606","São José do Ouro (RS)","463017"
"4318614","São José do Sul (RS)","94018"
"4318622","São José dos Ausentes (RS)","155631"
"4318705","São Leopoldo (RS)","10855366"
"4318804","São Lourenço do Sul (RS)","1701063"
"4318903","São Luiz Gonzaga (RS)","1903777"
"4319000","São Marcos (RS)","1145389"
"4319109","São Martinho (RS)","354028"
"4319125","São Martinho da Serra (RS)","336098"
"4319158","São Miguel das Missões (RS)","867928"
"4319208","São Nicolau (RS)","228045"
"4319307","São Paulo das Missões (RS)","200547"
"4319356","São Pedro da Serra (RS)","113227"
"4319364","São Pedro das Missões (RS)","114177"
"4319372","São Pedro do Butiá (RS)","161663"
"4319406","São Pedro do Sul (RS)","532255"
"4319505","São Sebastião do Caí (RS)","899457"
"4319604","São Sepé (RS)","1331316"
"4319703","São Valentim (RS)","135540"
"4319711","São Valentim do Sul (RS)","95575"
"4319737","São Valério do Sul (RS)","90429"
"4319752","São Vendelino (RS)","95747"
"4319802","São Vicente do Sul (RS)","730553"
"4319901","Sapiranga (RS)","3615584"
"4320008","Sapucaia do Sul (RS)","4204060"
"4320107","Sarandi (RS)","1299134"
"4320206","Seberi (RS)","617243"
"4320230","Sede Nova (RS)","157534"
"4320263","Segredo (RS)","163087"
"4320305","Selbach (RS)","375173"
"4320321","Senador Salgado Filho (RS)","149058"
"4320354","Sentinela do Sul (RS)","136266"
"4320404","Serafina Corrêa (RS)","782299"
"4320453","Sério (RS)","59571"
"4320503","Sertão (RS)","534501"
"4320552","Sertão Santana (RS)","314766"
"4320578","Sete de Setembro (RS)","105651"
"4320602","Severiano de Almeida (RS)","149412"
"4320651","Silveira Martins (RS)","86630"
"4320677","Sinimbu (RS)","213480"
"4320701","Sobradinho (RS)","438641"
"4320800","Soledade (RS)","1405191"
"4320859","Tabaí (RS)","142085"
"4320909","Tapejara (RS)","1644543"
"4321006","Tapera (RS)","640273"
"4321105","Tapes (RS)","603911"
"4321204","Taquara (RS)","1568872"
"4321303","Taquari (RS)","1094080"
"4321329","Taquaruçu do Sul (RS)","188857"
"4321352","Tavares (RS)","124253"
"4321402","Tenente Portela (RS)","579213"
"4321436","Terra de Areia (RS)","291338"
"4321451","Teutônia (RS)","1576004"
"4321469","Tio Hugo (RS)","174783"
"4321477","Tiradentes do Sul (RS)","196241"
"4321493","Toropi (RS)","101333"
"4321501","Torres (RS)","1382097"
"4321600","Tramandaí (RS)","1234544"
"4321626","Travesseiro (RS)","78087"
"4321634","Três Arroios (RS)","141196"
"4321667","Três Cachoeiras (RS)","308568"
"4321709","Três Coroas (RS)","805145"
"4321808","Três de Maio (RS)","1353671"
"4321832","Três Forquilhas (RS)","64218"
"4321857","Três Palmeiras (RS)","178529"
"4321907","Três Passos (RS)","1033028"
"4321956","Trindade do Sul (RS)","351369"
"4322004","Triunfo (RS)","12982386"
"4322103","Tucunduva (RS)","259330"
"4322152","Tunas (RS)","120844"
"4322186","Tupanci do Sul (RS)","94727"
"4322202","Tupanciretã (RS)","2052009"
"4322251","Tupandi (RS)","533592"
"4322301","Tuparendi (RS)","383533"
"4322327","Turuçu (RS)","163726"
"4322343","Ubiretama (RS)","110732"
"4322350","União da Serra (RS)","91173"
"4322376","Unistalda (RS)","149066"
"4322400","Uruguaiana (RS)","3717091"
"4322509","Vacaria (RS)","3245665"
"4322525","Vale Verde (RS)","130452"
"4322533","Vale do Sol (RS)","272712"
"4322541","Vale Real (RS)","198293"
"4322558","Vanini (RS)","94775"
"4322608","Venâncio Aires (RS)","3732030"
"4322707","Vera Cruz (RS)","826716"
"4322806","Veranópolis (RS)","1738702"
"4322855","Vespasiano Corrêa (RS)","119439"
"4322905","Viadutos (RS)","204581"
"4323002","Viamão (RS)","4335050"
"4323101","Vicente Dutra (RS)","126513"
"4323200","Victor Graeff (RS)","295870"
"4323309","Vila Flores (RS)","297552"
"4323358","Vila Lângaro (RS)","168931"
"4323408","Vila Maria (RS)","389405"
"4323457","Vila Nova do Sul (RS)","195941"
"4323507","Vista Alegre (RS)","137063"
"4323606","Vista Alegre do Prata (RS)","85228"
"4323705","Vista Gaúcha (RS)","103512"
"4323754","Vitória das Missões (RS)","159527"
"4323770","Westfália (RS)","264839"
"4323804","Xangri-lá (RS)","733151"
"5000203","Água Clara (MS)","1235229"
"5000252","Alcinópolis (MS)","237740"
"5000609","Amambai (MS)","1766207"
"5000708","Anastácio (MS)","696967"
"5000807","Anaurilândia (MS)","416841"
"5000856","Angélica (MS)","1184828"
"5000906","Antônio João (MS)","727455"
"5001003","Aparecida do Taboado (MS)","1393783"
"5001102","Aquidauana (MS)","1204977"
"5001243","Aral Moreira (MS)","1021642"
"5001508","Bandeirantes (MS)","759094"
"5001904","Bataguassu (MS)","1049030"
"5002001","Batayporã (MS)","603207"
"5002100","Bela Vista (MS)","976922"
"5002159","Bodoquena (MS)","351966"
"5002209","Bonito (MS)","1204313"
"5002308","Brasilândia (MS)","861259"
"5002407","Caarapó (MS)","2098085"
"5002605","Camapuã (MS)","637046"
"5002704","Campo Grande (MS)","34731151"
"5002803","Caracol (MS)","179621"
"5002902","Cassilândia (MS)","782983"
"5002951","Chapadão do Sul (MS)","2430147"
"5003108","Corguinho (MS)","150318"
"5003157","Coronel Sapucaia (MS)","354012"
"5003207","Corumbá (MS)","3907866"
"5003256","Costa Rica (MS)","2096742"
"5003306","Coxim (MS)","1117659"
"5003454","Deodápolis (MS)","494378"
"5003488","Dois Irmãos do Buriti (MS)","332159"
"5003504","Douradina (MS)","200982"
"5003702","Dourados (MS)","12595690"
"5003751","Eldorado (MS)","557523"
"5003801","Fátima do Sul (MS)","648925"
"5003900","Figueirão (MS)","143408"
"5004007","Glória de Dourados (MS)","306052"
"5004106","Guia Lopes da Laguna (MS)","364269"
"5004304","Iguatemi (MS)","811297"
"5004403","Inocência (MS)","406233"
"5004502","Itaporã (MS)","1181095"
"5004601","Itaquiraí (MS)","1245196"
"5004700","Ivinhema (MS)","1721113"
"5004809","Japorã (MS)","167493"
"5004908","Jaraguari (MS)","378029"
"5005004","Jardim (MS)","826472"
"5005103","Jateí (MS)","478439"
"5005152","Juti (MS)","464266"
"5005202","Ladário (MS)","383759"
"5005251","Laguna Carapã (MS)","1017180"
"5005400","Maracaju (MS)","4048673"
"5005608","Miranda (MS)","661176"
"5005681","Mundo Novo (MS)","778607"
"5005707","Naviraí (MS)","3013280"
"5005806","Nioaque (MS)","472626"
"5006002","Nova Alvorada do Sul (MS)","1963622"
"5006200","Nova Andradina (MS)","3084594"
"5006259","Novo Horizonte do Sul (MS)","281446"
"5006275","Paraíso das Águas (MS)","1064299"
"5006309","Paranaíba (MS)","1647937"
"5006358","Paranhos (MS)","294548"
"5006408","Pedro Gomes (MS)","279518"
"5006606","Ponta Porã (MS)","5024604"
"5006903","Porto Murtinho (MS)","476904"
"5007109","Ribas do Rio Pardo (MS)","1895304"
"5007208","Rio Brilhante (MS)","3731046"
"5007307","Rio Negro (MS)","134317"
"5007406","Rio Verde de Mato Grosso (MS)","633234"
"5007505","Rochedo (MS)","280438"
"5007554","Santa Rita do Pardo (MS)","472670"
"5007695","São Gabriel do Oeste (MS)","2231788"
"5007703","Sete Quedas (MS)","384673"
"5007802","Selvíria (MS)","1723194"
"5007901","Sidrolândia (MS)","3207170"
"5007935","Sonora (MS)","881057"
"5007950","Tacuru (MS)","320138"
"5007976","Taquarussu (MS)","182235"
"5008008","Terenos (MS)","761171"
"5008305","Três Lagoas (MS)","13058332"
"5008404","Vicentina (MS)","314115"
"5100102","Acorizal (MT)","109162"
"5100201","Água Boa (MT)","2000669"
"5100250","Alta Floresta (MT)","2111882"
"5100300","Alto Araguaia (MT)","1172926"
"5100359","Alto Boa Vista (MT)","264046"
"5100409","Alto Garças (MT)","1197646"
"5100508","Alto Paraguai (MT)","166648"
"5100607","Alto Taquari (MT)","1295818"
"5100805","Apiacás (MT)","233848"
"5101001","Araguaiana (MT)","126594"
"5101209","Araguainha (MT)","28039"
"5101258","Araputanga (MT)","655137"
"5101308","Arenápolis (MT)","232263"
"5101407","Aripuanã (MT)","1446102"
"5101605","Barão de Melgaço (MT)","124620"
"5101704","Barra do Bugres (MT)","1568905"
"5101803","Barra do Garças (MT)","2567246"
"5101852","Bom Jesus do Araguaia (MT)","769151"
"5101902","Brasnorte (MT)","2087179"
"5102504","Cáceres (MT)","2264674"
"5102603","Campinápolis (MT)","437344"
"5102637","Campo Novo do Parecis (MT)","6910453"
"5102678","Campo Verde (MT)","4993082"
"5102686","Campos de Júlio (MT)","3302547"
"5102694","Canabrava do Norte (MT)","267192"
"5102702","Canarana (MT)","2931502"
"5102793","Carlinda (MT)","299375"
"5102850","Castanheira (MT)","215114"
"5103007","Chapada dos Guimarães (MT)","1214583"
"5103056","Cláudia (MT)","1068396"
"5103106","Cocalinho (MT)","297685"
"5103205","Colíder (MT)","1269414"
"5103254","Colniza (MT)","849114"
"5103304","Comodoro (MT)","1258222"
"5103353","Confresa (MT)","1530707"
"5103361","Conquista D'Oeste (MT)","143205"
"5103379","Cotriguaçu (MT)","326770"
"5103403","Cuiabá (MT)","29746934"
"5103437","Curvelândia (MT)","123845"
"5103452","Denise (MT)","529608"
"5103502","Diamantino (MT)","5746922"
"5103601","Dom Aquino (MT)","673329"
"5103700","Feliz Natal (MT)","1044898"
"5103809","Figueirópolis D'Oeste (MT)","83626"
"5103858","Gaúcha do Norte (MT)","1290912"
"5103908","General Carneiro (MT)","481737"
"5103957","Glória D'Oeste (MT)","89234"
"5104104","Guarantã do Norte (MT)","1099235"
"5104203","Guiratinga (MT)","727167"
"5104500","Indiavaí (MT)","103601"
"5104526","Ipiranga do Norte (MT)","1924887"
"5104542","Itanhangá (MT)","721462"
"5104559","Itaúba (MT)","419030"
"5104609","Itiquira (MT)","2144803"
"5104807","Jaciara (MT)","1197871"
"5104906","Jangada (MT)","188785"
"5105002","Jauru (MT)","348817"
"5105101","Juara (MT)","1365628"
"5105150","Juína (MT)","1332958"
"5105176","Juruena (MT)","297909"
"5105200","Juscimeira (MT)","528664"
"5105234","Lambari D'Oeste (MT)","244980"
"5105259","Lucas do Rio Verde (MT)","6891564"
"5105309","Luciara (MT)","41177"
"5105507","Vila Bela da Santíssima Trindade (MT)","639124"
"5105580","Marcelândia (MT)","674579"
"5105606","Matupá (MT)","1282894"
"5105622","Mirassol d'Oeste (MT)","835683"
"5105903","Nobres (MT)","1114914"
"5106000","Nortelândia (MT)","325663"
"5106109","Nossa Senhora do Livramento (MT)","387845"
"5106158","Nova Bandeirantes (MT)","343374"
"5106174","Nova Nazaré (MT)","140597"
"5106182","Nova Lacerda (MT)","445610"
"5106190","Nova Santa Helena (MT)","333258"
"5106208","Nova Brasilândia (MT)","109136"
"5106216","Nova Canaã do Norte (MT)","909160"
"5106224","Nova Mutum (MT)","6036784"
"5106232","Nova Olímpia (MT)","732123"
"5106240","Nova Ubiratã (MT)","3270201"
"5106257","Nova Xavantina (MT)","1033278"
"5106265","Novo Mundo (MT)","486277"
"5106273","Novo Horizonte do Norte (MT)","101499"
"5106281","Novo São Joaquim (MT)","863038"
"5106299","Paranaíta (MT)","796220"
"5106307","Paranatinga (MT)","2135914"
"5106315","Novo Santo Antônio (MT)","56651"
"5106372","Pedra Preta (MT)","1575822"
"5106422","Peixoto de Azevedo (MT)","918582"
"5106455","Planalto da Serra (MT)","231895"
"5106505","Poconé (MT)","709536"
"5106653","Pontal do Araguaia (MT)","123228"
"5106703","Ponte Branca (MT)","31235"
"5106752","Pontes e Lacerda (MT)","2436222"
"5106778","Porto Alegre do Norte (MT)","568701"
"5106802","Porto dos Gaúchos (MT)","1318804"
"5106828","Porto Esperidião (MT)","308624"
"5106851","Porto Estrela (MT)","83561"
"5107008","Poxoréu (MT)","1077754"
"5107040","Primavera do Leste (MT)","6965242"
"5107065","Querência (MT)","4259440"
"5107107","São José dos Quatro Marcos (MT)","448527"
"5107156","Reserva do Cabaçal (MT)","47466"
"5107180","Ribeirão Cascalheira (MT)","756831"
"5107198","Ribeirãozinho (MT)","188990"
"5107206","Rio Branco (MT)","107214"
"5107248","Santa Carmem (MT)","1032326"
"5107263","Santo Afonso (MT)","161564"
"5107297","São José do Povo (MT)","58964"
"5107305","São José do Rio Claro (MT)","1465623"
"5107354","São José do Xingu (MT)","934694"
"5107404","São Pedro da Cipa (MT)","69288"
"5107578","Rondolândia (MT)","114382"
"5107602","Rondonópolis (MT)","17295644"
"5107701","Rosário Oeste (MT)","535073"
"5107743","Santa Cruz do Xingu (MT)","320574"
"5107750","Salto do Céu (MT)","94322"
"5107768","Santa Rita do Trivelato (MT)","1236067"
"5107776","Santa Terezinha (MT)","300591"
"5107792","Santo Antônio do Leste (MT)","1019978"
"5107800","Santo Antônio de Leverger (MT)","819097"
"5107859","São Félix do Araguaia (MT)","1622921"
"5107875","Sapezal (MT)","6978731"
"5107883","Serra Nova Dourada (MT)","74485"
"5107909","Sinop (MT)","9623877"
"5107925","Sorriso (MT)","12522633"
"5107941","Tabaporã (MT)","1319830"
"5107958","Tangará da Serra (MT)","5585259"
"5108006","Tapurah (MT)","2007700"
"5108055","Terra Nova do Norte (MT)","502308"
"5108105","Tesouro (MT)","312784"
"5108204","Torixoréu (MT)","211360"
"5108303","União do Sul (MT)","504232"
"5108352","Vale de São Domingos (MT)","77155"
"5108402","Várzea Grande (MT)","9916991"
"5108501","Vera (MT)","1291936"
"5108600","Vila Rica (MT)","879190"
"5108808","Nova Guarita (MT)","167439"
"5108857","Nova Marilândia (MT)","422855"
"5108907","Nova Maringá (MT)","1204757"
"5108956","Nova Monte Verde (MT)","367237"
"5200050","Abadia de Goiás (GO)","353700"
"5200100","Abadiânia (GO)","445324"
"5200134","Acreúna (GO)","1051834"
"5200159","Adelândia (GO)","48793"
"5200175","Água Fria de Goiás (GO)","533233"
"5200209","Água Limpa (GO)","63847"
"5200258","Águas Lindas de Goiás (GO)","2463152"
"5200308","Alexânia (GO)","1128054"
"5200506","Aloândia (GO)","63728"
"5200555","Alto Horizonte (GO)","1280223"
"5200605","Alto Paraíso de Goiás (GO)","297011"
"5200803","Alvorada do Norte (GO)","169008"
"5200829","Amaralina (GO)","109077"
"5200852","Americano do Brasil (GO)","91400"
"5200902","Amorinópolis (GO)","118903"
"5201108","Anápolis (GO)","17788289"
"5201207","Anhanguera (GO)","21691"
"5201306","Anicuns (GO)","512555"
"5201405","Aparecida de Goiânia (GO)","16979984"
"5201454","Aparecida do Rio Doce (GO)","110072"
"5201504","Aporé (GO)","395713"
"5201603","Araçu (GO)","73496"
"5201702","Aragarças (GO)","277710"
"5201801","Aragoiânia (GO)","174315"
"5202155","Araguapaz (GO)","180123"
"5202353","Arenópolis (GO)","222580"
"5202502","Aruanã (GO)","291962"
"5202601","Aurilândia (GO)","81573"
"5202809","Avelinópolis (GO)","68050"
"5203104","Baliza (GO)","123238"
"5203203","Barro Alto (GO)","1573567"
"5203302","Bela Vista de Goiás (GO)","1480966"
"5203401","Bom Jardim de Goiás (GO)","257660"
"5203500","Bom Jesus de Goiás (GO)","1229633"
"5203559","Bonfinópolis (GO)","121138"
"5203575","Bonópolis (GO)","156630"
"5203609","Brazabrantes (GO)","93833"
"5203807","Britânia (GO)","198101"
"5203906","Buriti Alegre (GO)","467717"
"5203939","Buriti de Goiás (GO)","56916"
"5203962","Buritinópolis (GO)","88900"
"5204003","Cabeceiras (GO)","475939"
"5204102","Cachoeira Alta (GO)","281679"
"5204201","Cachoeira de Goiás (GO)","38869"
"5204250","Cachoeira Dourada (GO)","69455"
"5204300","Caçu (GO)","904592"
"5204409","Caiapônia (GO)","821653"
"5204508","Caldas Novas (GO)","3000886"
"5204557","Caldazinha (GO)","84638"
"5204607","Campestre de Goiás (GO)","72737"
"5204656","Campinaçu (GO)","110500"
"5204706","Campinorte (GO)","333013"
"5204805","Campo Alegre de Goiás (GO)","846728"
"5204854","Campo Limpo de Goiás (GO)","165099"
"5204904","Campos Belos (GO)","315295"
"5204953","Campos Verdes (GO)","56347"
"5205000","Carmo do Rio Verde (GO)","488084"
